City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,shar,49.5886,81.0453,14.23,60,17,2.88,KZ,2024-08-27 19:47:58
288,kisoro,-1.2854,29.685,17.72,73,100,1.1,UG,2024-08-27 19:47:59
289,bel ombre,-4.6167,55.4167,25.91,89,75,7.72,SC,2024-08-27 19:48:00
290,bako,5.7833,36.5667,19.9,68,69,1.68,ET,2024-08-27 19:48:01
291,dumai,1.6833,101.45,21.85,95,100,1.76,ID,2024-08-27 19:48:03
292,touros,-5.1989,-35.4608,25.46,74,39,7.45,BR,2024-08-27 19:46:27
293,matoury,4.8483,-52.3317,30.98,66,75,4.12,GF,2024-08-27 19:48:05
294,padre paraiso,-17.0742,-41.4844,16.73,86,100,1.7,BR,2024-08-27 19:48:06
295,hami,42.8,93.45,29.89,20,99,3.19,CN,2024-08-27 19:48:07
296,st. john's,47.5649,-52.7093,20.71,72,100,1.54,CA,2024-08-27 19:45:18
297,dawson creek,55.7666,-120.2362,15.8,63,100,8.23,CA,2024-08-27 19:48:10
298,egilsstadir,65.2653,-14.3948,7.95,93,100,5.14,IS,2024-08-27 19:48:11
299,colonia,50.9333,6.95,22.2,63,0,2.57,DE,2024-08-27 19:48:12
300,bartica,6.4,-58.6167,27.67,80,100,1.12,GY,2024-08-27 19:48:13
301,boma,11.7117,4.2472,25.92,82,84,2.39,NG,2024-08-27 19:48:15
302,kalabo,-14.97,22.6814,19.57,14,5,1.33,ZM,2024-08-27 19:48:16
303,anloga,5.7947,0.8973,24.08,92,62,5.85,GH,2024-08-27 19:48:17
304,choyr,46.3611,108.3611,16.55,85,0,2.78,MN,2024-08-27 19:48:18
305,fredericksburg,38.3032,-77.4605,34.45,51,0,3.09,US,2024-08-27 19:46:59
306,tadine,-21.55,167.8833,20.23,68,28,4.54,NC,2024-08-27 19:48:21
307,fisterra,42.9049,-9.2629,18.7,82,1,4.47,ES,2024-08-27 19:48:22
308,bentiu,9.2333,29.8333,21.81,91,94,0.78,SS,2024-08-27 19:48:23
309,el fahs,36.3742,9.9065,26.2,51,39,2.65,TN,2024-08-27 19:48:24
310,whakatane,-37.9585,176.9854,13.62,99,99,4.29,NZ,2024-08-27 19:48:26
311,kodiak,57.79,-152.4072,13.73,72,75,6.69,US,2024-08-27 19:48:27
312,igrim,63.1906,64.4162,15.24,95,18,2.15,RU,2024-08-27 19:48:28
313,minas de marcona,-15.2119,-75.1103,18.6,50,51,5.75,PE,2024-08-27 19:48:29
314,birzebbuga,35.8258,14.5269,28.38,83,20,3.6,MT,2024-08-27 19:48:30
315,rajaori,33.3833,74.3,21.91,66,97,1.16,IN,2024-08-27 19:48:32
316,happy valley-goose bay,53.3168,-60.3315,30.17,30,75,9.26,CA,2024-08-27 19:48:33
317,meskiana,35.6306,7.6661,25.77,43,55,4.07,DZ,2024-08-27 19:48:34
318,la punta,-33.1837,-66.3127,19.74,22,5,2.71,AR,2024-08-27 19:48:35
319,xucheng,20.35,110.1288,27.0,87,71,1.27,CN,2024-08-27 19:48:36
320,kitami,43.8031,143.8908,17.92,99,100,0.39,JP,2024-08-27 19:48:38
321,bayanhongor,46.7167,100.1167,11.43,47,23,1.3,MN,2024-08-27 19:48:39
322,kristiansund,63.1115,7.732,13.96,82,75,3.09,NO,2024-08-27 19:48:40
323,takoradi,4.8845,-1.7554,23.64,93,100,3.74,GH,2024-08-27 19:48:41
324,bredy,52.4153,60.3411,13.32,78,0,2.77,RU,2024-08-27 19:48:42
325,nadi,-17.8,177.4167,19.0,82,20,1.03,FJ,2024-08-27 19:48:44
326,kandi,11.1342,2.9386,24.22,88,100,2.18,BJ,2024-08-27 19:48:45
327,capanema,-1.1958,-47.1808,26.93,86,100,2.56,BR,2024-08-27 19:48:46
328,francistown,-21.17,27.5079,21.76,17,0,2.39,BW,2024-08-27 19:48:47
329,hamilton,39.1834,-84.5333,37.1,38,0,4.12,US,2024-08-27 19:48:39
330,akureyri,65.6835,-18.0878,11.96,66,75,3.6,IS,2024-08-27 19:48:49
331,new plymouth,-39.0667,174.0833,10.17,100,86,9.19,NZ,2024-08-27 19:48:51
332,forio,40.7342,13.8646,25.79,75,98,4.47,IT,2024-08-27 19:48:52
333,bonthe,7.5264,-12.505,25.77,90,100,4.25,SL,2024-08-27 19:48:53
334,el calafate,-50.3408,-72.2768,4.09,66,25,1.07,AR,2024-08-27 19:48:54
335,sumbe,-11.2061,13.8437,20.38,88,11,2.4,AO,2024-08-27 19:48:55
336,vilyuchinsk,52.9306,158.4028,12.15,88,100,0.98,RU,2024-08-27 19:48:57
337,zvishavane,-20.3267,30.0665,20.57,13,0,0.66,ZW,2024-08-27 19:48:58
338,ruteng,-8.6136,120.4721,15.65,95,100,0.88,ID,2024-08-27 19:48:59
339,brejinho,-6.1908,-35.3567,25.33,66,56,7.43,BR,2024-08-27 19:49:00
340,salym,60.0625,71.4789,16.08,77,100,1.94,RU,2024-08-27 19:49:02
341,kenmore,47.7573,-122.244,18.73,73,100,3.09,US,2024-08-27 19:49:03
342,tarko-sale,64.9225,77.785,14.5,87,100,3.29,RU,2024-08-27 19:49:04
343,la passe,45.5549,-0.8967,20.77,62,43,4.02,FR,2024-08-27 19:49:05
344,college,64.8569,-147.8028,16.36,58,75,4.63,US,2024-08-27 19:49:07
345,madalena,41.2162,-8.3345,19.19,82,9,1.42,PT,2024-08-27 19:49:08
346,fort mcmurray,56.7268,-111.381,23.73,46,75,7.2,CA,2024-08-27 19:49:09
347,holmsund,63.706,20.3641,12.75,76,0,2.24,SE,2024-08-27 19:49:11
348,sechura,-5.5569,-80.8222,24.27,61,22,6.1,PE,2024-08-27 19:49:12
349,taulaga,-11.0553,-171.0883,27.1,76,9,3.76,AS,2024-08-27 19:49:13
350,bath,51.3779,-2.3591,19.79,73,99,2.83,GB,2024-08-27 19:49:14
351,maumere,-8.6199,122.2111,25.03,82,81,2.97,ID,2024-08-27 19:49:15
352,taltal,-25.4,-70.4833,16.25,68,29,1.91,CL,2024-08-27 19:40:20
353,izhmorskiy,56.194,86.6414,9.53,98,91,2.75,RU,2024-08-27 19:49:18
354,mezhdurechenskiy,59.6,65.9333,13.96,87,12,2.39,RU,2024-08-27 19:49:19
355,puttalam,8.0362,79.8283,27.51,81,100,7.4,LK,2024-08-27 19:49:20
356,bethanie,-26.4833,17.15,12.37,55,0,3.79,NA,2024-08-27 19:49:21
357,salalah,17.0151,54.0924,26.05,94,100,1.03,OM,2024-08-27 19:46:33
358,villanueva,15.3167,-88.0,32.55,58,40,5.14,HN,2024-08-27 19:49:24
359,caconda,-13.7333,15.0667,18.99,14,3,0.91,AO,2024-08-27 19:49:25
360,carauari,-4.8828,-66.8958,37.75,22,0,0.78,BR,2024-08-27 19:49:26
361,vila velha,-20.3297,-40.2925,20.97,73,100,4.63,BR,2024-08-27 19:49:27
362,aykhal,66.0,111.5,8.7,70,90,2.24,RU,2024-08-27 19:49:28
363,leeton,-34.5667,146.4,15.61,33,100,7.9,AU,2024-08-27 19:49:30
364,tazovsky,67.4667,78.7,11.5,88,100,3.32,RU,2024-08-27 19:49:31
365,christchurch,-43.5333,172.6333,7.45,87,14,0.51,NZ,2024-08-27 19:44:07
366,mont-dore,-22.2833,166.5833,18.43,81,7,2.62,NC,2024-08-27 19:49:33
367,prado,-17.3411,-39.2208,22.35,82,95,6.78,BR,2024-08-27 19:49:34
368,labytnangi,66.6572,66.4183,15.16,66,68,2.61,RU,2024-08-27 19:49:35
369,port alfred,-33.5906,26.891,15.1,82,4,2.68,ZA,2024-08-27 19:49:37
370,samassi,39.4817,8.9092,25.74,65,40,5.14,IT,2024-08-27 19:49:38
371,arkhangel'sk,64.5401,40.5433,15.06,82,0,3.0,RU,2024-08-27 19:49:39
372,belyy yar,53.6039,91.3903,13.94,88,0,0.0,RU,2024-08-27 19:49:40
373,kourou,5.1552,-52.6478,25.72,88,98,2.87,GF,2024-08-27 19:49:41
374,sfax,34.7406,10.7603,29.08,65,0,4.63,TN,2024-08-27 19:49:43
375,az zawr,29.4425,48.2747,39.45,41,0,7.48,KW,2024-08-27 19:49:44
376,loukhi,66.0764,33.0381,12.08,63,1,5.69,RU,2024-08-27 19:49:45
377,tamanrasset,22.785,5.5228,30.95,23,40,5.14,DZ,2024-08-27 19:49:46
378,chasong,41.4608,126.6414,12.35,97,5,1.07,KP,2024-08-27 19:49:47
379,alice town,25.7167,-79.3,29.13,76,19,6.51,BS,2024-08-27 19:49:49
380,cam ranh,11.9214,109.1591,26.98,78,20,4.12,VN,2024-08-27 19:49:50
381,kapa'a,22.0752,-159.319,28.18,70,75,5.66,US,2024-08-27 19:49:51
382,yerofey pavlovich,53.9667,121.9667,13.66,97,100,1.05,RU,2024-08-27 19:49:52
383,punta umbria,37.1821,-6.9661,26.8,71,47,4.16,ES,2024-08-27 19:49:53
384,inderbor,48.55,51.7833,22.95,34,0,5.18,KZ,2024-08-27 19:49:54
385,mili,6.0815,171.735,28.84,75,72,6.88,MH,2024-08-27 19:49:56
386,stjordalshalsen,63.4681,10.9262,12.18,74,100,1.9,NO,2024-08-27 19:49:57
387,kidal,18.4411,1.4078,35.7,36,100,8.75,ML,2024-08-27 19:48:42
388,nuuk,64.1835,-51.7216,8.34,71,100,2.57,GL,2024-08-27 19:49:59
389,kalmunai,7.4167,81.8167,28.21,70,100,2.11,LK,2024-08-27 19:50:00
390,kilindoni,-7.9139,39.6668,25.12,83,2,4.31,TZ,2024-08-27 19:50:02
391,iquitos,-3.7481,-73.2472,27.02,69,75,1.54,PE,2024-08-27 19:50:03
392,barcelos,41.5388,-8.6151,15.49,89,29,1.81,PT,2024-08-27 19:50:04
393,shengli,37.4564,118.4856,21.32,88,2,2.66,CN,2024-08-27 19:50:05
394,qom,34.6401,50.8764,32.38,19,0,3.87,IR,2024-08-27 19:50:06
395,nyurba,63.2842,118.3319,7.99,82,100,1.75,RU,2024-08-27 19:50:07
396,rodolfo sanchez taboada,31.7167,-116.5667,24.5,54,16,1.79,MX,2024-08-27 19:50:09
397,carbonear,47.7332,-53.2148,21.24,71,39,1.44,CA,2024-08-27 19:50:10
398,usogorsk,63.4106,48.6872,13.85,67,100,2.29,RU,2024-08-27 19:50:11
399,saint-joseph,-21.3667,55.6167,19.21,77,53,7.33,RE,2024-08-27 19:50:12
400,naze,28.3667,129.4833,25.51,88,100,18.82,JP,2024-08-27 19:50:13
401,mwinilunga,-11.7358,24.4293,17.82,29,0,0.79,ZM,2024-08-27 19:50:15
402,crane,31.3974,-102.3501,32.33,30,71,4.1,US,2024-08-27 19:50:16
403,pariaman,-0.619,100.12,23.03,86,100,3.27,ID,2024-08-27 19:50:17
404,port hedland,-20.3167,118.5667,19.03,59,41,3.6,AU,2024-08-27 19:47:32
405,portland,45.5234,-122.6762,22.74,47,75,3.6,US,2024-08-27 19:47:00
406,korla,41.7597,86.1469,30.1,25,97,1.85,CN,2024-08-27 19:50:21
407,parintins,-2.6283,-56.7358,39.93,18,61,0.67,BR,2024-08-27 19:50:22
408,middelburg,-25.7751,29.4648,18.29,17,0,3.11,ZA,2024-08-27 19:49:03
409,bermeo,43.4209,-2.7215,22.55,88,3,4.65,ES,2024-08-27 19:50:24
410,panjab,34.388,67.0233,9.0,38,0,2.45,AF,2024-08-27 19:50:26
411,babylon,40.6957,-73.3257,28.77,66,0,5.66,US,2024-08-27 19:50:17
412,caleta de carquin,-11.0925,-77.6267,18.81,75,60,4.54,PE,2024-08-27 19:50:28
413,karratha,-20.7377,116.8463,23.88,24,18,4.32,AU,2024-08-27 19:50:29
414,quang ngai,15.1167,108.8,23.6,90,99,2.38,VN,2024-08-27 19:50:30
415,lerwick,60.1545,-1.1494,12.87,92,97,7.91,GB,2024-08-27 19:50:32
416,viedma,-40.8135,-62.9967,12.53,28,0,4.88,AR,2024-08-27 19:45:22
417,westport,41.1415,-73.3579,30.09,60,0,3.09,US,2024-08-27 19:50:34
418,hithadhoo,-0.6,73.0833,28.42,77,52,4.6,MV,2024-08-27 19:50:35
419,port-vila,-17.7338,168.3219,15.78,100,20,0.51,VU,2024-08-27 19:50:37
420,paka,4.6374,103.4368,25.96,78,100,4.12,MY,2024-08-27 19:50:38
421,djambala,-2.5447,14.7533,26.57,31,5,0.69,CG,2024-08-27 19:50:40
422,greymouth,-42.4667,171.2,7.57,93,26,1.18,NZ,2024-08-27 19:50:42
423,pangoa,-12.1167,-73.0,30.53,39,52,2.42,PE,2024-08-27 19:50:24
424,lodja,-3.4833,23.4333,25.33,44,2,0.98,CD,2024-08-27 19:50:44
425,floro,61.5996,5.0328,14.98,88,100,11.83,NO,2024-08-27 19:50:45
426,anaconda,46.1285,-112.9423,26.67,16,43,7.24,US,2024-08-27 19:50:46
427,krapivinskiy,54.9992,86.8133,11.22,96,70,1.49,RU,2024-08-27 19:50:48
428,the pas,53.8251,-101.2541,20.01,42,0,8.75,CA,2024-08-27 19:50:49
429,bereket,39.2446,55.5154,30.1,16,7,3.95,TM,2024-08-27 19:50:50
430,athni,16.7333,75.0667,22.77,83,99,6.92,IN,2024-08-27 19:50:51
431,shanhaiguan,39.9988,119.7564,19.91,79,50,2.18,CN,2024-08-27 19:50:52
432,taichung,24.1469,120.6839,27.84,83,4,0.45,TW,2024-08-27 19:50:53
433,betio village,1.358,172.9211,28.02,72,12,7.13,KI,2024-08-27 19:50:55
434,montepuez,-13.1256,38.9997,21.51,79,57,2.62,MZ,2024-08-27 19:50:56
435,zalesovo,53.9939,84.7431,10.42,93,10,0.72,RU,2024-08-27 19:50:57
436,lodwar,3.1191,35.5973,31.99,33,0,5.43,KE,2024-08-27 19:50:58
437,hasaki,35.7333,140.8333,26.78,82,11,6.02,JP,2024-08-27 19:50:59
438,raduzhny,62.0961,77.475,16.35,68,90,2.1,RU,2024-08-27 19:51:01
439,tashtyp,52.7939,89.8983,11.93,90,100,1.93,RU,2024-08-27 19:51:02
440,malpica,43.3228,-8.8105,17.91,100,0,0.15,ES,2024-08-27 19:51:03
441,potosi,-19.5836,-65.7531,18.48,26,40,7.72,BO,2024-08-27 19:51:04
442,balqash,46.8481,74.995,20.01,40,3,6.13,KZ,2024-08-27 19:51:05
443,alotau,-10.3069,150.4462,21.72,94,37,1.45,PG,2024-08-27 19:51:07
444,lompoc,34.6391,-120.4579,22.51,63,0,2.57,US,2024-08-27 19:50:47
445,nizhnesortymskiy,62.4397,71.7603,16.93,72,98,2.61,RU,2024-08-27 19:51:09
446,san pedro pochutla,15.7333,-96.4667,32.62,49,51,3.94,MX,2024-08-27 19:51:10
447,ash shafa,21.0694,40.3119,18.84,56,16,0.86,SA,2024-08-27 19:51:11
448,yeppoon,-23.1333,150.7333,18.5,91,2,2.98,AU,2024-08-27 19:51:12
449,laojunmiao,39.8333,97.7333,19.08,59,11,1.25,CN,2024-08-27 19:51:14
450,peniche,39.3558,-9.3811,16.98,89,7,5.35,PT,2024-08-27 19:51:15
451,pacific grove,36.6177,-121.9166,25.82,80,0,3.13,US,2024-08-27 19:51:16
452,inhambane,-23.865,35.3833,22.99,94,20,5.81,MZ,2024-08-27 19:51:17
453,brookings,44.3114,-96.7984,25.0,67,75,2.57,US,2024-08-27 19:51:18
454,nevel'sk,46.6733,141.8633,17.23,97,100,2.72,RU,2024-08-27 19:51:20
455,midvagur,62.0511,-7.1939,11.46,100,100,6.17,FO,2024-08-27 19:47:26
456,norilsk,69.3535,88.2027,13.42,96,100,1.29,RU,2024-08-27 19:51:22
457,saint-francois,46.4154,3.9054,20.69,71,0,1.54,FR,2024-08-27 19:51:23
458,port augusta,-32.5,137.7667,11.85,87,0,1.82,AU,2024-08-27 19:51:24
459,rakaw,53.9674,27.0562,18.63,82,8,4.73,BY,2024-08-27 19:51:26
460,severomorsk,69.0689,33.4162,12.77,58,70,10.33,RU,2024-08-27 19:51:27
461,san sebastian de la gomera,28.0916,-17.1133,25.2,78,0,2.57,ES,2024-08-27 19:51:28
462,quemado de guines,22.7853,-80.2536,33.75,49,69,4.71,CU,2024-08-27 19:51:29
463,san julian,21.0167,-102.1667,24.52,45,52,0.76,MX,2024-08-27 19:49:45
464,sayansk,54.1088,102.1648,10.87,76,55,0.45,RU,2024-08-27 19:51:32
465,rong'an,26.1247,119.1214,25.81,95,100,1.18,CN,2024-08-27 19:51:33
466,swift current,50.2834,-107.8014,27.45,32,0,12.35,CA,2024-08-27 19:51:34
467,praia da vitoria,38.7333,-27.0667,25.14,65,20,3.7,PT,2024-08-27 19:51:35
468,constantia,44.1833,28.65,22.61,59,82,0.71,RO,2024-08-27 19:48:09
469,general conesa,-40.1,-64.4333,14.33,20,7,1.43,AR,2024-08-27 19:51:37
470,puerto deseado,-47.7503,-65.8938,9.66,38,0,4.77,AR,2024-08-27 19:51:39
471,mil'kovo,55.6078,37.7956,23.68,54,52,2.5,RU,2024-08-27 19:51:40
472,sittwe,20.15,92.9,26.2,88,100,3.84,MM,2024-08-27 19:51:41
473,sodra sandby,56.5667,16.6167,17.72,78,70,3.13,SE,2024-08-27 19:51:42
474,nuku'alofa,-21.1333,-175.2,16.19,100,20,0.0,TO,2024-08-27 19:51:44
475,olyokminsk,60.3736,120.4264,11.44,98,100,0.82,RU,2024-08-27 19:51:45
476,togur,58.3631,82.8265,12.92,95,100,2.96,RU,2024-08-27 19:51:46
477,acton vale,45.6501,-72.5658,27.16,75,100,4.37,CA,2024-08-27 19:51:47
478,arawa,-6.2132,155.5367,24.62,91,78,1.99,PG,2024-08-27 19:49:53
479,malakal,9.5334,31.6605,20.95,91,100,1.2,SS,2024-08-27 19:51:50
480,la sarre,48.8002,-79.1996,14.23,94,100,4.87,CA,2024-08-27 19:51:51
481,kalampaka,39.7044,21.6269,23.77,44,15,1.13,GR,2024-08-27 19:51:52
482,qujing,25.4833,103.7833,15.3,96,0,0.7,CN,2024-08-27 19:51:26
483,trincomalee,8.5711,81.2335,27.59,75,100,8.25,LK,2024-08-27 19:51:54
484,lagunas,-5.2269,-75.6753,33.86,34,17,1.34,PE,2024-08-27 19:51:56
485,dombarovskiy,50.7587,59.5386,15.49,62,0,3.53,RU,2024-08-27 19:51:57
486,quirinopolis,-18.4483,-50.4517,30.54,22,0,2.69,BR,2024-08-27 19:47:08
487,dudinka,69.4058,86.1778,12.47,91,97,1.04,RU,2024-08-27 19:51:59
488,cochrane,51.1834,-114.4687,25.51,38,100,8.27,CA,2024-08-27 19:49:36
489,obudu,6.6674,9.1716,23.65,95,100,1.73,NG,2024-08-27 19:52:01
490,nova vicosa,-17.8919,-39.3719,22.48,76,100,6.85,BR,2024-08-27 19:52:03
491,fethiye,36.6217,29.1164,24.13,80,0,1.83,TR,2024-08-27 19:52:04
492,rehoboth,-23.3167,17.0833,16.49,9,0,3.28,NA,2024-08-27 19:52:05
493,rouached,36.4577,6.0427,25.5,53,20,0.96,DZ,2024-08-27 19:52:06
494,lata,40.1629,-8.3327,13.71,85,3,1.3,PT,2024-08-27 19:52:07
495,canutillo,31.9115,-106.6003,29.39,49,20,1.79,US,2024-08-27 19:52:09
496,ashkasham,36.6833,71.5333,12.37,38,0,1.71,AF,2024-08-27 19:52:10
497,mendoza,-32.8908,-68.8272,17.74,29,0,2.57,AR,2024-08-27 19:48:01
498,kewanee,41.2456,-89.9248,34.41,47,4,2.46,US,2024-08-27 19:52:12
499,tual,-5.6667,132.75,25.6,81,100,10.35,ID,2024-08-27 19:52:13
500,perry,37.2506,-83.1999,33.81,33,0,1.62,US,2024-08-27 19:50:29
501,bardai,11.65,7.2333,22.21,92,100,3.8,NG,2024-08-27 19:52:16
502,kapuskasing,49.4169,-82.4331,19.05,59,100,4.63,CA,2024-08-27 19:52:17
503,nemuro,43.3236,145.575,17.59,99,100,3.71,JP,2024-08-27 19:52:18
504,datong,40.0936,113.2914,17.16,66,20,1.11,CN,2024-08-27 19:52:20
505,beyneu,45.3167,55.2,25.16,44,0,3.51,KZ,2024-08-27 19:52:21
506,beledweyne,4.7358,45.2036,27.91,63,8,10.14,SO,2024-08-27 19:52:22
507,port isabel,26.0734,-97.2086,33.02,74,20,5.14,US,2024-08-27 19:52:23
508,myshkin,57.7897,38.4545,20.14,79,43,2.37,RU,2024-08-27 19:52:24
509,talas,38.6908,35.5538,22.37,43,40,0.51,TR,2024-08-27 19:52:26
510,bulnes,-36.7423,-72.2985,15.42,60,100,3.04,CL,2024-08-27 19:52:27
511,lorengau,-2.0226,147.2712,27.68,79,100,4.82,PG,2024-08-27 19:52:28
512,alegrete,-29.7831,-55.7919,16.56,64,0,3.45,BR,2024-08-27 19:52:29
513,vega de alatorre,20.0333,-96.6333,29.89,64,97,3.08,MX,2024-08-27 19:52:30
514,whalan,-33.7567,150.8094,19.89,43,100,4.12,AU,2024-08-27 19:52:32
515,santa terezinha,-29.9002,-50.0904,14.55,80,13,2.32,BR,2024-08-27 19:52:33
516,labrador city,52.9463,-66.9114,22.95,56,100,5.66,CA,2024-08-27 19:52:34
517,gerede,40.8008,32.1969,11.66,97,100,1.03,TR,2024-08-27 19:52:36
518,volda,62.1476,6.0741,17.37,63,100,2.57,NO,2024-08-27 19:52:37
519,isangel,-19.55,169.2667,21.42,70,21,4.46,VU,2024-08-27 19:52:38
520,new fairfield,41.4665,-73.4857,29.95,56,20,2.57,US,2024-08-27 19:49:56
521,pirenopolis,-15.8525,-48.9592,32.36,19,25,3.61,BR,2024-08-27 19:52:40
522,freetown,8.484,-13.2299,26.84,89,75,8.75,SL,2024-08-27 19:49:23
523,rongelap,11.1635,166.8941,28.56,82,100,8.72,MH,2024-08-27 19:52:43
524,kassala,15.451,36.4,25.53,76,100,1.49,SD,2024-08-27 19:52:44
525,maragogi,-9.0122,-35.2225,23.97,80,42,5.71,BR,2024-08-27 19:52:45
526,arsen'yev,44.1631,133.2733,13.58,98,0,0.85,RU,2024-08-27 19:52:47
527,naracoorte,-36.9579,140.7383,9.88,82,65,8.67,AU,2024-08-27 19:52:48
528,jaen,38.0,-3.5,29.61,30,0,2.97,ES,2024-08-27 19:52:49
529,chambas,22.1928,-78.9136,34.02,48,91,6.28,CU,2024-08-27 19:52:50
530,badiyah,22.45,58.8,33.38,42,96,2.63,OM,2024-08-27 19:52:51
531,karatuzskoye,53.6072,92.8667,14.05,70,100,3.0,RU,2024-08-27 19:52:53
532,lubao,14.9167,120.55,26.84,94,100,1.6,PH,2024-08-27 19:52:54
533,ketchikan,55.3422,-131.6461,16.3,59,0,4.12,US,2024-08-27 19:52:55
534,anda,46.4,125.3167,16.46,88,53,3.6,CN,2024-08-27 19:52:56
535,phongsali,21.6833,102.1058,17.65,99,44,0.42,LA,2024-08-27 19:52:57
536,alaghsas,17.0187,8.0168,30.03,50,100,0.53,NE,2024-08-27 19:52:59
537,abepura,-2.6333,140.5833,25.45,94,20,2.06,ID,2024-08-27 19:53:00
538,san luis de la loma,17.2706,-100.8939,31.19,64,39,3.61,MX,2024-08-27 19:53:01
539,salina cruz,16.1667,-95.2,34.48,48,56,9.84,MX,2024-08-27 19:53:02
540,tonota,-21.4833,27.4833,21.48,17,0,1.71,BW,2024-08-27 19:53:04
541,howrah,22.5892,88.3103,27.0,94,20,1.54,IN,2024-08-27 19:53:05
542,pechora,65.1472,57.2244,17.39,59,100,3.66,RU,2024-08-27 19:53:06
543,kimbe,-5.5502,150.1429,22.8,82,8,2.85,PG,2024-08-27 19:53:07
544,kingston,17.997,-76.7936,27.87,89,100,0.94,JM,2024-08-27 19:52:16
545,ataq,14.5377,46.8319,27.16,57,100,4.24,YE,2024-08-27 19:53:10
546,saldanha,-33.0117,17.9442,12.03,68,86,11.82,ZA,2024-08-27 19:53:11
547,margate,51.3813,1.3862,19.83,68,13,3.34,GB,2024-08-27 19:52:57
548,okhtyrka,50.3104,34.8988,23.19,39,91,3.46,UA,2024-08-27 19:53:13
549,san borja,-14.8167,-66.85,32.01,24,0,1.98,BO,2024-08-27 19:53:14
550,thinadhoo,0.5333,72.9333,28.39,74,100,3.43,MV,2024-08-27 19:53:15
551,kill devil hills,36.0307,-75.676,30.01,61,75,3.6,US,2024-08-27 19:49:36
552,uttar char fasson,22.2332,90.7132,27.65,84,100,3.69,BD,2024-08-27 19:53:18
553,chiknayakanhalli,13.4172,76.6228,20.72,84,99,4.45,IN,2024-08-27 19:53:19
554,daru,-9.0763,143.2092,24.71,83,81,7.01,PG,2024-08-27 19:50:41
555,naha,26.2125,127.6811,30.16,85,20,9.26,JP,2024-08-27 19:49:29
556,derzhavinsk,51.1,66.3167,16.96,58,100,4.23,KZ,2024-08-27 19:53:23
557,ixtapa,20.7,-105.2,33.46,66,75,3.09,MX,2024-08-27 19:53:24
558,minot,48.2325,-101.2963,22.23,49,0,3.97,US,2024-08-27 19:53:25
559,manali,13.1667,80.2667,30.05,77,100,0.45,IN,2024-08-27 19:53:26
560,qulsary,46.9531,54.0198,24.25,31,0,6.57,KZ,2024-08-27 19:53:27
561,surgut,61.25,73.4167,13.1,100,0,2.0,RU,2024-08-27 19:53:29
562,qamdo,31.1667,97.2333,7.86,71,6,0.6,CN,2024-08-27 19:53:30
563,waingapu,-9.6567,120.2641,23.25,88,94,2.29,ID,2024-08-27 19:53:31
564,ust'-kulom,61.6864,53.6902,13.97,77,90,2.09,RU,2024-08-27 19:53:32
565,savannakhet,16.566,104.751,24.67,90,27,1.5,LA,2024-08-27 19:53:33
566,buala,-8.145,159.5921,25.44,84,82,2.22,SB,2024-08-27 19:53:35
567,shakiso,5.75,38.9167,16.7,84,95,1.64,ET,2024-08-27 19:53:36
568,mul,20.0667,79.6667,24.34,90,98,2.05,IN,2024-08-27 19:53:37
569,dan khun thot,15.2085,101.7714,25.81,83,100,1.93,TH,2024-08-27 19:53:38
570,maintirano,-18.0667,44.0167,23.86,76,0,1.54,MG,2024-08-27 19:53:39
571,krasnokholm,51.5979,54.1567,16.9,65,0,2.7,RU,2024-08-27 19:53:40
572,itapecuru mirim,-3.3925,-44.3586,32.41,48,85,2.82,BR,2024-08-27 19:53:42
573,whangarei,-35.7317,174.3239,10.91,96,99,1.16,NZ,2024-08-27 19:53:43
574,ilhabela,-23.7781,-45.3581,17.08,66,14,1.43,BR,2024-08-27 19:53:44
575,napanee,44.2501,-76.9494,28.65,44,13,5.21,CA,2024-08-27 19:53:45
576,hotan,37.0997,79.9269,24.96,39,100,1.9,CN,2024-08-27 19:53:46
577,awjilah,29.1081,21.2869,33.47,25,73,6.01,LY,2024-08-27 19:53:48
